0.0000000	-83.5623862
0.1000000	-83.5613125
0.2000000	-83.5590702
0.3000000	-83.5570765
0.4000000	-83.5545268
0.5000000	-83.5533877
0.6000000	-83.5539574
0.7000000	-83.5551779
0.8000000	-83.5566425
0.9000000	-83.5588393
1.0000000	-83.5600594
1.1000000	-83.5585941
1.2000000	-83.5563965
1.3000000	-83.5556638
1.4000000	-83.5556638
1.5000000	-83.5568847
1.6000000	-83.5615237
1.7000000	-83.5671392
1.8000000	-83.5708016
1.9000000	-83.5725108
2.0000000	-83.5722668
2.1000000	-83.5688489
2.2000000	-83.5654309
2.3000000	-83.5629894
2.4000000	-83.5617685
2.5000000	-83.5617682
2.6000000	-83.5632328
2.7000000	-83.5637208
2.8000000	-83.5642089
2.9000000	-83.5646970
3.0000000	-83.5651853
3.1000000	-83.5666502
3.2000000	-83.5695799
3.3000000	-83.5737303
3.4000000	-83.5791014
3.5000000	-83.5859372
3.6000000	-83.5913082
3.7000000	-83.5959467
3.8000000	-83.5978998
3.9000000	-83.5974117
4.0000000	-83.5935056
4.1000000	-83.5888671
4.2000000	-83.5827638
4.3000000	-83.5776369
4.4000000	-83.5727540
4.5000000	-83.5698242
4.6000000	-83.5686035
4.7000000	-83.5695802
4.8000000	-83.5712893
4.9000000	-83.5742192
5.0000000	-83.5766608
5.1000000	-83.5783698
5.2000000	-83.5786138
5.3000000	-83.5781253
5.4000000	-83.5773925
5.5000000	-83.5773921
5.6000000	-83.5769035
5.7000000	-83.5771475
5.8000000	-83.5783682
5.9000000	-83.5795890
6.0000000	-83.5808099
6.1000000	-83.5832514
6.2000000	-83.5854489
6.3000000	-83.5859373
6.4000000	-83.5852050
6.5000000	-83.5832521
6.6000000	-83.5803226
6.7000000	-83.5776372
6.8000000	-83.5769049
6.9000000	-83.5791021
7.0000000	-83.5832524
7.1000000	-83.5883792
7.2000000	-83.5935062
7.3000000	-83.5969242
7.4000000	-83.5959480
7.5000000	-83.5913097
7.6000000	-83.5842300
7.7000000	-83.5756853
7.8000000	-83.5676286
7.9000000	-83.5634778
8.0000000	-83.5637213
8.1000000	-83.5661619
8.2000000	-83.5705558
8.3000000	-83.5764147
8.4000000	-83.5810533
8.5000000	-83.5837390
8.6000000	-83.5874014
8.7000000	-83.5908198
8.8000000	-83.5915526
8.9000000	-83.5900879
9.0000000	-83.5866701
9.1000000	-83.5786134
9.2000000	-83.5673830
9.3000000	-83.5568850
9.4000000	-83.5488284
9.5000000	-83.5427136
9.6000000	-83.5405725
9.7000000	-83.5398106
9.8000000	-83.5348411
9.9000000	-83.5184780
10.0000000	-83.4840985
10.1000000	-83.4203900
10.2000000	-83.3183571
10.3000000	-83.1685569
10.4000000	-82.9655258
10.5000000	-82.7141778
10.6000000	-82.4171007
10.7000000	-82.1232855
10.8000000	-81.8032032
10.9000000	-80.6974278
11.0000000	-80.5614700
11.1000000	-79.8884800
11.2000000	-79.1481500
11.3000000	-78.3408800
11.4000000	-77.4670300
11.5000000	-76.5270000
11.6000000	-75.5211700
11.7000000	-74.4499200
11.8000000	-73.3136300
11.9000000	-72.1126900
12.0000000	-70.8474700
12.1000000	-69.5183700
12.2000000	-68.1257600
12.3000000	-66.6700300
12.4000000	-65.1515500
12.5000000	-63.5707200
12.6000000	-61.9279200
12.7000000	-60.2235200
12.8000000	-58.4579100
12.9000000	-56.6314800
13.0000000	-54.7446100
13.1000000	-52.7976700
13.2000000	-50.7910600
13.3000000	-48.7251500
13.4000000	-46.6003300
13.5000000	-44.4169800
13.6000000	-42.1754800
13.7000000	-39.8762200
13.8000000	-35.7971200
13.9000000	-23.1323200
14.0000000	11.8103000
14.1000000	43.3654800
14.2000000	59.9975600
14.3000000	65.7043500
14.4000000	65.5822800
14.5000000	62.7441400
14.6000000	59.2956500
14.7000000	56.2744100
14.8000000	53.9245600
14.9000000	52.3986800
15.0000000	51.5441900
15.1000000	50.8728000
15.2000000	50.7507300
15.3000000	50.4735297
15.4000000	50.4413732
15.5000000	50.3586507
