-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	-84.0032	
-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	-73.597	
-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	-63.6231	
-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	-52.8163	
27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	27.1682	
63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	63.0534	
68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	68.0623	
65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	65.9574	
63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	63.7097	
61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	61.45	
