0	-83.61405	
1	-62.94649	
2	23.39614	
3	63.24472	
4	59.57797	
5	56.19058	
6	53.19076	
7	50.54228	
8	48.19398	
9	46.02378	
10	44.09454	
11	41.43111	
12	38.26252	
13	35.43434	
14	33.41449	
15	31.66209	
16	30.63182	
17	29.83466	
18	29.19753	
19	28.69037	
20	28.26704	
21	27.89729	
22	27.55308	
23	27.25044	
24	26.96056	
25	26.62882	
26	26.35297	
27	26.06999	
28	25.78887	
29	25.50878	
30	25.22919	
31	24.94976	
32	24.67029	
33	24.39063	
34	24.11071	
35	23.83047	
36	23.5499	
37	23.26897	
38	22.98768	
39	22.70603	
40	22.42402	
41	22.14166	
42	21.85895	
43	21.57589	
44	21.2925	
45	21.00877	
46	20.72472	
47	20.44034	
48	20.15565	
49	19.87066	
50	19.58535	
51	19.29976	
52	19.01387	
53	18.72769	
54	18.44124	
55	18.15452	
56	17.86753	
57	17.58029	
58	17.29279	
59	17.00505	
60	16.71707	
61	16.42886	
62	16.14042	
63	15.85177	
64	15.56289	
65	15.27381	
66	14.98452	
67	14.69503	
68	14.40534	
69	14.11546	
70	13.82538	
71	13.53511	
72	13.24465	
73	12.954	
74	12.66315	
75	12.37211	
76	12.08088	
77	11.78944	
78	11.49781	
79	11.20596	
80	10.9139	
81	10.62162	
82	10.32912	
83	10.03638	
84	9.743395	
85	9.450161	
86	9.156665	
87	8.862898	
88	8.568849	
89	8.274506	
90	7.979858	
91	7.684892	
92	7.389597	
93	7.09396	
94	6.797968	
95	6.501607	
96	6.204864	
97	5.907727	
98	5.610181	
99	5.312214	
100	5.013812	
101	4.714963	
102	4.415652	
103	4.115869	
104	3.815599	
105	3.514831	
106	3.213553	
107	2.911753	
108	2.60942	
109	2.306543	
110	2.00311	
111	1.699112	
112	1.394537	
113	1.089376	
114	0.7836186	
115	0.4772541	
116	0.1702728	
117	-0.1373359	
118	-0.4455825	
119	-0.754478	
120	-1.064034	
121	-1.374262	
122	-1.685176	
123	-1.996789	
124	-2.309116	
125	-2.622173	
126	-2.935979	
127	-3.250551	
128	-3.565911	
129	-3.882083	
130	-4.19909	
131	-4.516959	
132	-4.835721	
133	-5.155408	
134	-5.476053	
135	-5.797694	
136	-6.120371	
137	-6.444128	
138	-6.76901	
139	-7.095068	
140	-7.422352	
141	-7.75092	
142	-8.08083	
143	-8.412146	
144	-8.744933	
145	-9.079261	
146	-9.415204	
147	-9.75284	
148	-10.09225	
149	-10.43352	
150	-10.77674	
151	-11.122	
152	-11.46941	
153	-11.81906	
154	-12.17108	
155	-12.52558	
156	-12.88267	
157	-13.2425	
158	-13.6052	
159	-13.97092	
160	-14.33981	
161	-14.71206	
162	-15.08785	
163	-15.46736	
164	-15.85083	
165	-16.23847	
166	-16.63055	
167	-17.02734	
168	-17.42915	
169	-17.83633	
170	-18.24923	
171	-18.66828	
172	-19.09393	
173	-19.5267	
174	-19.96716	
175	-20.41594	
176	-20.87378	
177	-21.34147	
178	-21.81993	
179	-22.31017	
180	-22.81335	
181	-23.33076	
182	-23.86387	
183	-24.41431	
184	-24.98394	
185	-25.57482	
186	-26.18927	
187	-26.82985	
188	-27.49942	
189	-28.20112	
190	-28.93838	
191	-29.71491	
192	-30.53473	
193	-31.4021	
194	-32.32152	
195	-33.29769	
196	-34.3354	
197	-35.43944	
198	-36.61442	
199	-37.86446	
200	-39.19287	
201	-40.45546	
202	-42.20556	
203	-43.77903	
204	-45.42649	
205	-47.14206	
206	-48.91927	
207	-50.75195	
208	-52.63483	
209	-54.5635	
210	-56.53369	
211	-58.54036	
212	-60.57602	
213	-62.34577	
214	-64.38549	
215	-66.42972	
216	-68.44184	
217	-70.37788	
218	-72.19318	
219	-73.87227	
220	-75.3918	
221	-76.73769	
222	-77.90608	
223	-78.90253	
224	-79.73976	
225	-80.43486	
226	-81.01336	
227	-81.48534	
228	-81.894	
229	-82.1978	
230	-82.44582	
231	-82.64913	
232	-82.8168	
233	-82.95632	
234	-83.07336	
235	-83.17271	
236	-83.25808	
237	-83.33235	
238	-83.39782	
239	-83.45625	
240	-83.50904	
241	-83.55729	
242	-83.60182	
243	-83.64332	
244	-83.67956	
245	-83.71966	
246	-83.75469	
247	-83.78816	
248	-83.82029	
249	-83.85122	
250	-83.8811	
251	-83.91	
252	-83.93803	
253	-83.96524	
254	-83.9917	
255	-84.01744	
256	-84.04252	
257	-84.06696	
258	-84.09079	
259	-84.11405	
260	-84.13675	
261	-84.15891	
262	-84.18056	
263	-84.20172	
264	-84.22239	
265	-84.24259	
266	-84.26235	
267	-84.28167	
268	-84.30056	
269	-84.31904	
270	-84.33713	
271	-84.35482	
272	-84.37214	
273	-84.38909	
274	-84.40569	
275	-84.42194	
276	-84.43785	
277	-84.45343	
278	-84.46869	
279	-84.48364	
280	-84.49829	
281	-84.51265	
282	-84.52672	
283	-84.54051	
284	-84.55403	
285	-84.56728	
286	-84.58027	
287	-84.59301	
288	-84.60551	
289	-84.61777	
290	-84.62979	
291	-84.64159	
292	-84.65317	
293	-84.66453	
294	-84.67568	
295	-84.68662	
296	-84.69737	
297	-84.70792	
298	-84.71827	
299	-84.72844	
300	-84.73843	
301	-84.74824	
302	-84.75788	
303	-84.76735	
304	-84.77665	
305	-84.7858	
306	-84.79478	
307	-84.80361	
308	-84.81229	
309	-84.82082	
310	-84.82921	
311	-84.83746	
312	-84.84557	
313	-84.85355	
314	-84.86139	
315	-84.86911	
316	-84.8767	
317	-84.88417	
318	-84.89152	
319	-84.89875	
320	-84.90586	
321	-84.91286	
322	-84.91976	
323	-84.92654	
