0	-80.92124	
2	33.43664	
4	55.98797	
6	51.0386	
8	47.17674	
10	43.75948	
12	38.01284	
14	33.79053	
16	31.21616	
18	29.61277	
20	28.59296	
22	27.75547	
24	26.97688	
26	26.22509	
28	25.48184	
30	24.73643	
32	23.98398	
34	23.22219	
36	22.45	
38	21.66688	
40	20.87257	
42	20.06691	
44	19.24979	
46	18.4211	
48	17.58072	
50	16.72848	
52	15.86421	
54	14.98769	
56	14.09865	
58	13.19677	
60	12.28167	
62	11.35292	
64	10.41	
66	9.452335	
68	8.479266	
70	7.490053	
72	6.483882	
74	5.459867	
76	4.417063	
78	3.354484	
80	2.271127	
82	1.166003	
84	0.03818618	
86	-1.11314	
88	-2.288619	
90	-3.488663	
92	-4.713384	
94	-5.962542	
96	-7.235509	
98	-8.531259	
100	-9.848402	
102	-11.18527	
104	-12.54004	
106	-13.911	
108	-15.29676	
110	-16.6967	
112	-18.11133	
114	-19.54287	
116	-20.99574	
118	-22.47718	
120	-23.99765	
122	-25.57099	
124	-27.21415	
126	-28.94617	
128	-30.78663	
130	-32.75398	
132	-34.86413	
134	-37.12942	
136	-39.55721	
138	-42.14704	
140	-44.88736	
142	-47.75642	
144	-50.72912	
146	-53.78387	
148	-56.90226	
150	-60.06101	
152	-63.22045	
154	-66.31459	
156	-69.24951	
158	-71.91755	
160	-74.2236	
162	-76.14462	
164	-77.63872	
166	-78.77839	
168	-79.63114	
170	-80.26544	
172	-80.74025	
174	-81.10173	
176	-81.38392	
178	-81.611	
180	-81.79971	
182	-81.96147	
184	-82.10398	
186	-82.23245	
188	-82.35036	
190	-82.46007	
192	-82.56316	
194	-82.66075	
196	-82.75359	
198	-82.84223	
200	-82.92707	
202	-83.00842	
204	-83.08652	
206	-83.16156	
208	-83.2337	
210	-83.3031	
212	-83.36988	
214	-83.43416	
216	-83.49605	
218	-83.55565	
220	-83.61306	
222	-83.66837	
224	-83.72167	
226	-83.77304	
228	-83.82256	
230	-83.87031	
232	-83.91635	
234	-83.96077	
236	-84.00362	
238	-84.04498	
240	-84.08489	
242	-84.12343	
244	-84.16064	
246	-84.19659	
248	-84.23132	
250	-84.26487	
252	-84.29731	
254	-84.32867	
256	-84.359	
258	-84.38833	
260	-84.41671	
262	-84.44418	
264	-84.47076	
266	-84.4965	
268	-84.52143	
270	-84.54557	
272	-84.56896	
274	-84.59163	
276	-84.61361	
278	-84.63491	
280	-84.65557	
282	-84.6756	
284	-84.69504	
286	-84.7139	
288	-84.73221	
290	-84.74998	
292	-84.76724	
294	-84.784	
296	-84.80028	
298	-84.81609	
300	-84.83146	
302	-84.8464	
304	-84.86092	
306	-84.87504	
308	-84.88877	
310	-84.90212	
312	-84.91512	
314	-84.92776	
316	-84.94006	
318	-84.95204	
320	-84.96369	
322	-84.97504	
324	-84.9861	
326	-84.99687	
328	-85.00735	
330	-85.01757	
332	-85.02753	
334	-85.03724	
336	-85.0467	
338	-85.05593	
340	-85.06492	
342	-85.07369	
344	-85.08225	
346	-85.0906	
348	-85.09874	
350	-85.10669	
352	-85.11444	
354	-85.12201	
356	-85.1294	
358	-85.13662	
360	-85.14366	
362	-85.15054	
364	-85.15726	
366	-85.16383	
368	-85.17024	
370	-85.17651	
