0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44e+214	8.56e+126	0	0	
333	251	210	54.1	-83.5	311	-2.05	-66.6	0	0.000772	9.26e-05	-100	0.5	-289	0.547	0.195	249	244	
667	224	189	54.5	-85	277	-2.65	5.49	-14.3	0.000218	0.000116	103	83	-256	0.401	0.369	222	217	
1e+03	201	166	54.7	-85.1	292	-2.52	7.24	-15.8	0.00034	0.000116	130	57.8	-271	0.349	0.31	199	194	
1.33e+03	217	183	54.6	-85.1	292	-2.51	12.8	-1.97	0.000272	0.000119	137	67.5	-271	0.378	0.332	215	210	
1.67e+03	206	171	54.5	-85.1	295	-2.54	9.21	-9.94	0.000288	0.000118	131	65.3	-274	0.37	0.328	204	198	
2e+03	209	175	54.5	-85.1	290	-2.51	11.6	-5.26	0.000286	0.000118	134	64.8	-269	0.371	0.327	207	201	
2.33e+03	207	173	54.5	-85.1	289	-2.53	10.7	-6.64	0.000286	0.000119	133	65.2	-268	0.371	0.328	205	200	
2.67e+03	207	173	54.4	-85.1	290	-2.52	11.2	-6.19	0.000288	0.000119	133	64.9	-269	0.37	0.327	205	199	
3e+03	207	172	54.4	-85.1	288	-2.53	11.2	-6.27	0.000289	0.000119	133	64.6	-267	0.37	0.327	204	199	
3.33e+03	206	172	54.4	-85.1	291	-2.53	11	-6.21	0.000291	0.000119	132	64.9	-270	0.37	0.326	204	198	
3.67e+03	205	171	54.3	-85.1	296	-2.52	11.1	-6.5	0.000292	0.000119	133	64.3	-275	0.37	0.326	203	198	
4e+03	205	170	54.4	-85.1	282	-2.55	11	-6.43	0.000294	0.000119	133	63.9	-261	0.37	0.326	203	197	
4.33e+03	205	170	54.3	-85.1	291	-2.54	11.1	-6.34	0.000295	0.000119	132	64.1	-270	0.37	0.326	202	197	
4.67e+03	204	170	54.2	-85.1	298	-2.52	11.2	-6.31	0.000296	0.00012	132	63.6	-277	0.37	0.325	202	197	
5e+03	204	170	54.3	-85.1	289	-2.54	11	-6.53	0.000298	0.00012	132	63.6	-267	0.37	0.325	202	196	
5.33e+03	203	169	54.2	-85.1	298	-2.53	11.4	-6.27	0.000299	0.00012	132	63.8	-277	0.369	0.325	201	196	
5.67e+03	203	169	54.1	-85.1	296	-2.53	11.2	-6.55	0.0003	0.00012	132	63.5	-275	0.369	0.325	201	195	
6e+03	203	169	54.1	-85.1	295	-2.53	11.2	-6.58	0.000301	0.00012	132	63.4	-274	0.369	0.324	201	195	
6.33e+03	202	168	54.1	-85.1	284	-2.54	11.1	-6.43	0.000302	0.00012	132	62.9	-263	0.368	0.324	200	194	
6.67e+03	202	168	54.1	-85.1	295	-2.55	11.4	-6.54	0.000303	0.00012	131	63.5	-274	0.368	0.324	200	194	
7e+03	201	167	54.1	-85.1	294	-2.56	11.3	-6.38	0.000305	0.000121	131	62.9	-273	0.368	0.324	199	194	
7.33e+03	201	167	54	-85.1	290	-2.57	11.2	-6.53	0.000306	0.000121	131	62.8	-269	0.368	0.324	199	193	
7.67e+03	201	167	54	-85.1	296	-2.55	11.3	-6.48	0.000307	0.000121	131	62.9	-275	0.368	0.323	199	193	
