0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44e+214	8.56e+126	0	0	
250	-1	210	54.1	-83.5	311	-2.05	-66.6	0	0.000772	9.26e-05	-100	0.5	-289	0.547	0.195	-1	244	
500	76.1	66.2	-3.76	-63.2	20.8	-1.32	-44.3	0	0.000218	0.000218	-100	0	-0.0793	0.451	0.355	75.3	72.6	
750	225	189	54.7	-85.2	304	-2.35	32.8	27.8	0.000332	0.000106	149	54.8	-282	0.344	0.295	223	217	
1e+03	178	151	45.5	-84.5	256	-2.46	-0.488	-41.5	0.000177	0.000121	56.1	85.7	-235	0.417	0.405	176	171	
1.25e+03	188	154	54.2	-85	274	-2.7	13.2	-3.97	0.000285	0.000121	116	68.6	-253	0.37	0.338	186	180	
1.5e+03	194	161	53.7	-84.8	269	-2.84	10.9	-4.59	0.00021	0.000133	93.5	87.2	-247	0.41	0.384	192	186	
1.75e+03	185	152	53.4	-84.8	270	-2.83	9.35	-10.7	0.000246	0.000133	101	79.9	-249	0.393	0.367	183	177	
2e+03	190	156	53.8	-84.9	262	-2.85	11.4	-5.25	0.000234	0.000137	99.6	82.4	-240	0.401	0.374	188	182	
2.25e+03	187	153	53.5	-84.8	272	-2.85	10.3	-8.13	0.000241	0.000137	98.6	81.6	-251	0.398	0.372	185	179	
2.5e+03	187	155	53.7	-84.9	270	-2.86	11.1	-6.81	0.000242	0.000137	99	81.5	-248	0.398	0.371	185	180	
2.75e+03	187	154	53.6	-84.9	268	-2.86	10.9	-7.24	0.000243	0.000138	98.8	80.9	-247	0.398	0.371	184	179	
3e+03	186	154	53.6	-84.9	267	-2.87	10.9	-7.23	0.000245	0.000138	99.1	80.7	-246	0.397	0.371	184	178	
3.25e+03	186	153	53.6	-84.9	275	-2.87	10.7	-7.03	0.000246	0.000138	98.5	81.1	-254	0.397	0.371	184	178	
3.5e+03	186	153	53.6	-84.9	271	-2.88	11	-7.21	0.000247	0.000138	99	80.2	-249	0.397	0.37	184	178	
3.75e+03	186	152	53.6	-84.9	268	-2.88	10.8	-7	0.000248	0.000139	98.4	80.7	-247	0.397	0.37	184	178	
4e+03	186	153	53.6	-84.9	267	-2.88	11.1	-7.25	0.000249	0.000139	99.3	79.8	-246	0.397	0.37	183	177	
4.25e+03	185	152	53.6	-84.9	269	-2.89	10.7	-7.07	0.00025	0.000139	98.9	79.6	-248	0.397	0.37	183	177	
